0.348250,0.385118,0.933793,0.012205,0.422283,0.560935,0.727007,0.309879,0.157850,0.613939,0.015153,0.309016,0.307122,0.654605,0.520766,0.537995,0.273923,0.007678,0.548845,0.346518,0.429652,0.441345,0.355866,0.376163,0.068290,0.426779,0.478492,0.543169,0.636083,0.368938,0.152749,0.091518,0.626983,0.222301,0.554928,0.096067,0.473250,0.155082,0.035759,0.099381,0.120840,0.216249,0.479539,0.436116,0.245918,0.042942,0.464153,0.215250,0.611695,0.480356,0.226636,0.339398,0.090741,0.496220,0.223900,0.550650,0.612156,0.440154,0.363483,0.065014,0.615286,0.367317,0.635816,0.197690,0.389252,0.326101,0.030070,0.256041,0.340529,0.470751,0.517387,0.356906,0.087517,0.012754,0.553957,0.218295,0.348535,0.802310,0.389252,0.673899,0.030070,0.743959,0.529249,0.659471,0.387844,0.440154,0.636517,0.065014,0.384714,0.364184,0.632683,0.999611,0.000062,0.642925,0.182280,0.999259,0.999537,0.999960,0.036360,0.054633,0.246923,0.033814,0.021442,0.053250,0.000204,0.000000,0.131829,0.310838,0.112601,0.000000,0.100112,0.320799,0.246279,0.149130,0.305105,0.353926,0.240150,0.332075,0.667925,0.368106,0.352866,0.497083,0.155066,0.363463,0.334581,0.474026,0.338714,0.285317,0.303374,0.094185,0.323426,0.445416,0.566408,0.267643,0.437119,0.363989,0.067463,0.246040,0.457999,0.571900,0.237737,0.610463,0.545410,0.050506,0.183960,0.587843,0.460747,0.543532,0.118390,0.713541,0.058852,0.542568,0.518319,0.642950,0.616373,0.143816,0.821588,0.007438,0.689575,0.575990,0.730934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.909533,0.002473,0.595437,0.030285,0.287194,0.010237,1.000000,0.107220,0.301657,0.659699,0.099573,0.060536,0.314863,0.000234,0.391689,0.191725,0.270003,0.046450,0.399132,0.485361,0.335714,0.787500
0.787184,0.284955,0.779479,0.087249,0.828497,0.858289,0.638168,0.164569,0.302517,0.624897,0.077633,0.159536,0.486960,0.374634,0.491827,0.357911,0.400248,0.167896,0.478438,0.558311,0.270848,0.619248,0.229433,0.525910,0.237749,0.605575,0.676139,0.746490,0.797340,0.192190,0.071013,0.266312,0.777093,0.223226,0.535953,0.513492,0.155720,0.345950,0.097193,0.498888,0.354303,0.865097,0.626052,0.192684,0.225307,0.022869,0.626682,0.180152,0.763167,0.814435,0.071137,0.348278,0.049643,0.806320,0.298774,0.974087,0.726767,0.093714,0.241862,0.103768,0.726458,0.131502,0.772476,0.550354,0.039422,0.275509,0.054770,0.601740,0.167044,0.934691,0.177039,0.271757,0.209470,0.070432,0.168071,0.301050,0.135021,0.449646,0.039422,0.724491,0.054770,0.398260,0.065309,0.832956,0.273233,0.093714,0.758138,0.103768,0.273542,0.227524,0.868498,0.999999,0.000033,0.016448,0.969357,0.999967,0.999774,0.999966,0.208335,0.185709,0.133234,0.007340,0.193894,0.162298,0.000009,0.512523,0.307487,0.238229,0.093365,0.517581,0.391008,0.616236,0.121868,0.187115,0.568400,0.501170,0.096603,0.305548,0.551997,0.085332,0.236277,0.720793,0.246159,0.078251,0.172822,0.380703,0.125284,0.178672,0.400534,0.128815,0.100769,0.265980,0.453873,0.093635,0.214608,0.753224,0.511816,0.068119,0.467687,0.608932,0.354528,0.517434,0.556106,0.144786,0.367832,0.817986,0.561046,0.897685,0.278179,0.621379,0.104094,0.910008,0.890431,0.274983,0.456565,0.312777,0.916985,0.002373,0.467135,0.706252,0.650061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.910168,0.003188,0.615965,0.054939,0.108484,0.020914,1.000000,0.424338,0.466830,0.441682,0.046359,0.439914,0.570026,0.000005,0.644987,0.319729,0.312440,0.048533,0.639913,0.510735,0.250000,0.490000
0.937404,0.245804,0.844106,0.031981,0.952409,0.943065,0.781921,0.178037,0.130658,0.743828,0.033862,0.171697,0.185991,0.614347,0.636924,0.075108,0.265070,0.064074,0.631626,0.313468,0.683981,0.544637,0.039127,0.271311,0.047699,0.545320,0.318720,0.796600,0.881809,0.077793,0.277015,0.058192,0.852366,0.250833,0.911496,0.705180,0.107308,0.295358,0.031390,0.683765,0.292647,1.000000,0.636010,0.158395,0.311305,0.018380,0.610786,0.188795,0.903565,0.738445,0.065663,0.367314,0.021291,0.723374,0.155206,0.960711,0.775677,0.160853,0.431806,0.092913,0.753393,0.323658,0.884854,0.386591,0.256909,0.299159,0.024693,0.438879,0.202826,0.687558,0.083348,0.271528,0.153845,0.022465,0.069551,0.155755,0.089679,0.613409,0.256909,0.700841,0.024693,0.561121,0.312442,0.797174,0.224323,0.160853,0.568194,0.092913,0.246607,0.115146,0.676342,0.998757,0.000047,0.971136,0.003658,0.995750,0.995400,0.999991,0.495385,0.433551,0.102391,0.004035,0.496829,0.316759,0.001891,0.152927,0.158287,0.293907,0.118264,0.156245,0.240253,0.364367,0.000000,0.018473,0.428863,0.339101,0.000393,0.000000,0.514705,0.056755,0.036216,0.797951,0.443611,0.057164,0.146125,0.406124,0.097283,0.068551,0.279727,0.091320,0.093565,0.095370,0.534769,0.086498,0.089683,0.367698,0.103940,0.081160,0.135374,0.634412,0.033478,0.092694,0.614165,0.182950,0.042328,0.171751,0.474112,0.511198,0.293248,0.895884,0.005365,0.479917,0.658565,0.675802,0.813790,0.221824,0.811006,0.008633,0.910821,0.892413,0.752901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.912447,0.003030,0.575976,0.014351,0.053613,0.002287,1.000000,0.978400,0.783049,0.247924,0.077546,0.984148,0.801695,0.002396,0.331322,0.153439,0.200325,0.006418,0.344902,0.141184,0.182143,0.215385
0.689414,0.265009,0.880688,0.023068,0.726735,0.867455,0.767351,0.260212,0.191681,0.613681,0.017339,0.261588,0.292914,0.593751,0.788447,0.172428,0.253129,0.046040,0.790276,0.474119,0.739128,0.475399,0.097782,0.266964,0.053175,0.477145,0.317075,0.687440,0.855246,0.172410,0.218270,0.067802,0.829325,0.264925,0.759927,0.469778,0.131698,0.230696,0.038726,0.462316,0.210500,0.785722,0.694558,0.226635,0.289332,0.041194,0.685979,0.246419,0.880435,0.530468,0.139965,0.298234,0.028957,0.548435,0.073695,0.731847,0.620948,0.225646,0.278825,0.105593,0.629095,0.259534,0.632837,0.316808,0.245738,0.420940,0.065909,0.352267,0.367600,0.736132,0.271241,0.289125,0.109032,0.014499,0.273328,0.169825,0.109904,0.683192,0.245738,0.579060,0.065909,0.647733,0.263868,0.632400,0.379052,0.225646,0.721175,0.105593,0.370905,0.367163,0.740466,0.999610,0.000023,0.658723,0.219109,0.998471,0.998454,0.999982,0.209937,0.266506,0.208173,0.025406,0.169926,0.255164,0.002154,0.554663,0.292096,0.245455,0.117344,0.562457,0.460971,0.284614,0.225519,0.145831,0.384634,0.356053,0.210821,0.205991,0.434937,0.312196,0.318921,0.586871,0.293941,0.299028,0.499251,0.409653,0.308438,0.229988,0.271134,0.109754,0.306316,0.444764,0.522002,0.310711,0.399412,0.408821,0.131076,0.299492,0.538513,0.579447,0.173356,0.345119,0.572691,0.092639,0.154919,0.444376,0.472939,0.545708,0.127185,0.870412,0.015109,0.535623,0.619033,0.712914,0.746235,0.222370,0.858355,0.002488,0.828574,0.866987,0.772940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.909055,0.002585,0.581028,0.017679,0.106186,0.001256,1.000000,0.485890,0.437398,0.350920,0.065115,0.479058,0.529324,0.001304,0.211057,0.162348,0.268726,0.018752,0.203905,0.192583,0.121429,0.215385
0.630996,0.194438,0.939887,0.017008,0.642048,0.768817,0.790782,0.220080,0.145255,0.592700,0.028504,0.221007,0.228893,0.548427,0.632747,0.296414,0.329588,0.028724,0.628040,0.440181,0.583285,0.430317,0.323903,0.195690,0.030131,0.477645,0.271834,0.554663,0.794949,0.297225,0.168677,0.077599,0.784982,0.281175,0.699233,0.342850,0.281688,0.125511,0.048308,0.350406,0.154644,0.500403,0.593374,0.298734,0.295014,0.030074,0.574232,0.200357,0.743978,0.650223,0.197086,0.265421,0.054611,0.668923,0.195447,0.675359,0.639517,0.284881,0.101090,0.170352,0.672088,0.135526,0.473314,0.375238,0.327185,0.336477,0.058107,0.429458,0.328973,0.525975,0.297828,0.197870,0.082535,0.014440,0.315216,0.153322,0.241571,0.624762,0.327185,0.663523,0.058107,0.570542,0.474025,0.671027,0.360483,0.284881,0.898910,0.170352,0.327912,0.526686,0.864474,0.999853,0.000009,0.672828,0.161954,0.999204,0.998800,0.999994,0.142076,0.181523,0.245578,0.052569,0.112190,0.228797,0.002353,0.467183,0.357508,0.217217,0.077231,0.479719,0.274562,0.399917,0.265304,0.291726,0.401461,0.322884,0.246742,0.328550,0.147955,0.291563,0.352906,0.664428,0.229646,0.268563,0.389129,0.403738,0.310236,0.259102,0.258114,0.076402,0.301948,0.404150,0.562834,0.254090,0.329947,0.416509,0.114577,0.236104,0.416372,0.630331,0.168958,0.264168,0.555281,0.102158,0.165362,0.460915,0.517442,0.605306,0.114592,0.922629,0.023583,0.596445,0.749396,0.835192,0.747077,0.138605,0.867226,0.006173,0.813550,0.862409,0.749085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.904712,0.001995,0.592264,0.026112,0.163790,0.002009,1.000000,0.242729,0.391847,0.596957,0.067105,0.181559,0.486985,0.003590,0.421049,0.215209,0.300560,0.058193,0.438178,0.420299,0.225000,0.252000
0.389730,0.141968,0.916703,0.028852,0.460139,0.579321,0.768427,0.424613,0.314933,0.596668,0.023428,0.430060,0.631848,0.594018,0.817331,0.248294,0.224675,0.063452,0.820361,0.555406,0.689655,0.386869,0.330862,0.295914,0.044654,0.390798,0.425743,0.505965,0.717545,0.302045,0.244467,0.050089,0.692909,0.256858,0.602759,0.482541,0.374032,0.193667,0.052241,0.467995,0.293090,0.486750,0.702950,0.573638,0.357877,0.049439,0.660916,0.420956,0.753953,0.644176,0.314093,0.375369,0.065559,0.630937,0.435981,0.664045,0.738360,0.574847,0.346441,0.074521,0.734168,0.511357,0.648891,0.409150,0.791638,0.336595,0.086095,0.431575,0.808570,0.198700,0.550416,0.185673,0.064617,0.017498,0.570544,0.189382,0.338020,0.590850,0.791638,0.663405,0.086095,0.568425,0.801300,0.191430,0.261640,0.574847,0.653559,0.074521,0.265832,0.351109,0.488643,0.999761,0.000018,0.491544,0.341035,0.998702,0.993402,0.999985,0.010798,0.019706,0.424641,0.179117,0.007210,0.037036,0.000189,0.341116,0.273697,0.200057,0.080266,0.357987,0.311527,0.097112,0.277193,0.217596,0.447878,0.340367,0.254802,0.310451,0.662711,0.396667,0.418524,0.505702,0.171052,0.386773,0.412401,0.429931,0.431282,0.443741,0.348938,0.097119,0.405739,0.549577,0.589907,0.292920,0.490352,0.453544,0.127377,0.263145,0.589363,0.629161,0.056062,0.171266,0.625093,0.142686,0.049888,0.254479,0.483354,0.517439,0.089352,0.725702,0.075311,0.517135,0.564374,0.594842,0.515685,0.279305,0.863162,0.002801,0.578457,0.720277,0.709038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.921848,0.003573,0.567643,0.009801,0.120141,0.001738,1.000000,0.058388,0.080952,0.578535,0.096504,0.062828,0.125955,0.000763,0.092678,0.114508,0.320179,0.046017,0.097614,0.194535,0.046429,0.787500
0.796974,0.111856,0.826469,0.058618,0.803711,0.838195,0.789949,0.188793,0.168088,0.551430,0.037368,0.190201,0.188552,0.497616,0.658621,0.161384,0.459327,0.113157,0.645270,0.491027,0.695885,0.476294,0.207954,0.278306,0.026147,0.490118,0.335746,0.690232,0.752844,0.297503,0.124599,0.119117,0.742073,0.228078,0.534593,0.362029,0.199658,0.204787,0.034152,0.353395,0.170229,0.583784,0.594359,0.228878,0.237988,0.024741,0.588107,0.180548,0.765336,0.489607,0.190813,0.352228,0.044482,0.496253,0.201923,0.660706,0.506722,0.382076,0.257533,0.080758,0.532040,0.293648,0.465859,0.349196,0.435456,0.361284,0.030109,0.389686,0.468944,0.581357,0.173670,0.147901,0.159730,0.036733,0.179604,0.153015,0.150987,0.650804,0.435456,0.638716,0.030109,0.610314,0.418643,0.531056,0.493278,0.382076,0.742467,0.080758,0.467960,0.534141,0.706352,0.999856,0.000017,0.315260,0.597124,0.999383,0.998235,0.999983,0.224956,0.282214,0.336893,0.114783,0.181794,0.448630,0.001934,0.531819,0.319689,0.307763,0.159065,0.534872,0.487987,0.337332,0.279980,0.175150,0.341336,0.311589,0.269739,0.311320,0.667332,0.383475,0.315547,0.496423,0.183915,0.383705,0.392345,0.454182,0.313221,0.243598,0.293839,0.110536,0.305284,0.385153,0.559902,0.316576,0.355197,0.307581,0.052111,0.307914,0.409866,0.713079,0.266821,0.440920,0.551056,0.093998,0.255437,0.715143,0.546303,0.651731,0.247824,0.879545,0.006015,0.627869,0.746656,0.768566,0.754152,0.205964,0.861415,0.002818,0.830868,0.867289,0.756361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898752,0.001387,0.611516,0.043766,0.140806,0.004615,1.000000,0.295453,0.241726,0.487079,0.074729,0.281962,0.362086,0.002836,0.540244,0.349007,0.382240,0.085682,0.531453,0.666884,0.232143,0.490000
0.810151,0.042052,0.750000,0.112089,0.808047,0.811738,0.804812,0.207684,0.152495,0.495417,0.036861,0.219621,0.201011,0.514168,0.683648,0.148294,0.346695,0.074429,0.676489,0.462660,0.704131,0.492638,0.192677,0.360982,0.026882,0.487718,0.381479,0.724361,0.745649,0.156336,0.394986,0.069252,0.706319,0.258453,0.796959,0.387631,0.113317,0.259537,0.037477,0.375490,0.163241,0.724302,0.575842,0.159531,0.250979,0.036845,0.563415,0.187930,0.803938,0.543888,0.093541,0.355492,0.063940,0.556088,0.141182,0.769025,0.726325,0.196666,0.269671,0.057282,0.732486,0.196119,0.690690,0.505089,0.149560,0.291095,0.038431,0.554968,0.195866,0.754137,0.174987,0.068585,0.184067,0.063857,0.193508,0.137623,0.148199,0.494911,0.149560,0.708905,0.038431,0.445032,0.245863,0.804134,0.273675,0.196666,0.730329,0.057282,0.267514,0.309310,0.803881,0.999861,0.000014,0.447931,0.446415,0.999518,0.999824,0.999987,0.256897,0.258034,0.259928,0.058964,0.222143,0.356381,0.004557,0.299275,0.231852,0.256230,0.095159,0.293813,0.232594,0.246397,0.188769,0.136509,0.354746,0.237405,0.176332,0.142529,0.344468,0.159087,0.169588,0.830645,0.557178,0.153576,0.296169,0.517342,0.165776,0.143691,0.275470,0.089889,0.160418,0.173402,0.394175,0.125694,0.153952,0.397500,0.136566,0.119849,0.212085,0.651209,0.179042,0.457029,0.585733,0.090741,0.140892,0.472336,0.454495,0.664171,0.277109,0.870061,0.003978,0.643961,0.766624,0.840289,0.758976,0.243515,0.838593,0.004291,0.849453,0.901818,0.775691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901703,0.002031,0.596650,0.028902,0.071383,0.004383,1.000000,0.396085,0.250364,0.467442,0.104323,0.367839,0.398990,0.007574,0.465325,0.275677,0.346082,0.052465,0.440347,0.439818,0.353571,0.215385
0.570884,0.511371,0.914169,0.009911,0.693555,0.855281,0.722189,0.157383,0.336359,0.586372,0.029255,0.157090,0.379716,0.364243,0.697075,0.449125,0.390463,0.042157,0.676186,0.656606,0.565423,0.441403,0.429928,0.380813,0.051793,0.430851,0.512076,0.537367,0.849800,0.699245,0.271929,0.043718,0.825192,0.412933,0.562062,0.540394,0.600248,0.312955,0.052746,0.516738,0.454845,0.592239,0.743696,0.692448,0.286718,0.035049,0.712835,0.407442,0.587904,0.617493,0.324147,0.393148,0.033669,0.600153,0.310940,0.707172,0.743610,0.473989,0.345222,0.047173,0.716771,0.419102,0.669423,0.439846,0.509036,0.478200,0.081918,0.453949,0.790197,0.600226,0.310353,0.523464,0.098709,0.007789,0.275286,0.220231,0.136466,0.560154,0.509036,0.521800,0.081918,0.546051,0.399774,0.209803,0.256390,0.473989,0.654778,0.047173,0.283229,0.330577,0.580898,0.999191,0.000085,0.457569,0.400487,0.997902,0.994411,0.999931,0.259813,0.438976,0.226347,0.026627,0.163371,0.369102,0.000767,0.431260,0.395805,0.214158,0.080315,0.447341,0.442360,0.462913,0.269292,0.462365,0.224271,0.200112,0.267361,0.368668,0.277824,0.320247,0.618787,0.534991,0.113356,0.308011,0.472453,0.373386,0.278487,0.409326,0.279769,0.045444,0.266828,0.378034,0.526866,0.249492,0.492917,0.430048,0.112960,0.220847,0.600196,0.549344,0.137097,0.336113,0.579913,0.094588,0.118669,0.384132,0.480833,0.541502,0.213353,0.890880,0.024349,0.527504,0.752324,0.562318,0.742190,0.345079,0.858998,0.002476,0.822150,0.918614,0.732590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.925487,0.004012,0.578911,0.022361,0.095611,0.021253,1.000000,0.387105,0.714930,0.559847,0.051523,0.280282,0.694384,0.000580,0.496589,0.607370,0.277445,0.022866,0.442516,0.772934,0.035714,0.181481
0.896058,0.244600,0.848305,0.026868,0.927411,0.858681,0.792267,0.147392,0.149397,0.544471,0.047943,0.152301,0.156612,0.456313,0.626931,0.129664,0.332448,0.026077,0.616613,0.323223,0.682002,0.527588,0.194596,0.345751,0.108026,0.520756,0.420455,0.636108,0.926669,0.137005,0.236689,0.052556,0.899442,0.284797,0.913441,0.574082,0.179737,0.290884,0.034610,0.552311,0.261137,0.811000,0.772030,0.196372,0.195740,0.033909,0.775239,0.210207,0.837393,0.691914,0.090033,0.367515,0.042488,0.684749,0.185942,0.889516,0.779457,0.153560,0.317261,0.059989,0.774474,0.257509,0.864896,0.477024,0.125404,0.350574,0.032816,0.520155,0.330510,0.879251,0.091932,0.243622,0.164972,0.023301,0.072092,0.142852,0.107354,0.522976,0.125404,0.649426,0.032816,0.479845,0.120749,0.669490,0.220543,0.153560,0.682739,0.059989,0.225526,0.135104,0.742491,0.998540,0.000048,0.983936,0.001845,0.994559,0.995085,0.999991,0.463284,0.389461,0.108704,0.007934,0.475760,0.361405,0.003040,0.521609,0.236850,0.233173,0.088198,0.525761,0.279180,0.485303,0.169079,0.193297,0.462525,0.378516,0.150241,0.284462,0.560256,0.120418,0.161121,0.643015,0.242868,0.122839,0.080779,0.361019,0.149150,0.134393,0.361354,0.153884,0.141094,0.282781,0.513888,0.092194,0.153396,0.495968,0.221645,0.080526,0.345523,0.591808,0.120144,0.195258,0.537313,0.079158,0.118724,0.371624,0.506552,0.491950,0.203913,0.914125,0.010612,0.470987,0.604146,0.772764,0.822056,0.205411,0.812512,0.008817,0.914236,0.916861,0.772292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.905364,0.002102,0.589535,0.023948,0.119948,0.002741,1.000000,0.754898,0.641583,0.229979,0.071849,0.809882,0.653340,0.003226,0.404894,0.238303,0.435979,0.141692,0.401302,0.555628,0.107143,0.490000
